datetime (UTC),"coordinates (lat,lon)",temperature (degC),relative_humidity (0-1),wind_speed (m/s),surface_pressure (Pa),total_precipitation (mm of water equivalent),snowfall (mm of water equivalent)
12/16/22 11:00,"(42.886717, -78.878392)",2.54,0.94,2.49,98206.52,0.35,0
12/16/22 12:00,"(42.886717, -78.878392)",2.68,0.94,2.35,98205.68,0.29,0.01
12/16/22 13:00,"(42.886717, -78.878392)",2.8,0.92,2.19,98196.82,0.18,0.01
12/16/22 14:00,"(42.886717, -78.878392)",2.67,0.91,2.07,98217.12,0.08,0.01
12/16/22 15:00,"(42.886717, -78.878392)",3.02,0.91,2.32,98216.82,0.04,0
12/16/22 16:00,"(42.886717, -78.878392)",3.3,0.89,2.7,98186.28,0.03,0
12/16/22 17:00,"(42.886717, -78.878392)",3.57,0.85,2.59,98126.05,0.03,0
12/16/22 18:00,"(42.886717, -78.878392)",3.52,0.83,2.65,98064.01,0.04,0
12/16/22 19:00,"(42.886717, -78.878392)",3.34,0.84,2.86,98034.98,0,0
12/16/22 20:00,"(42.886717, -78.878392)",2.9,0.87,3.07,98042.96,0.01,0
12/16/22 21:00,"(42.886717, -78.878392)",2.59,0.86,3.02,98077.1,0.01,0
12/16/22 22:00,"(42.886717, -78.878392)",2.2,0.88,2.27,98083.03,0.01,0
12/16/22 23:00,"(42.886717, -78.878392)",1.95,0.88,2.26,98118.64,0.01,0
12/17/22 0:00,"(42.886717, -78.878392)",1.96,0.86,2.8,98146.06,0.02,0.01
12/17/22 1:00,"(42.886717, -78.878392)",1.67,0.87,2.79,98141.77,0.03,0.03
12/17/22 2:00,"(42.886717, -78.878392)",1.29,0.89,2.72,98103.24,0.06,0.05
12/17/22 3:00,"(42.886717, -78.878392)",0.91,0.91,2.99,98088.03,0.07,0.06
12/17/22 4:00,"(42.886717, -78.878392)",0.99,0.9,3.12,98081.21,0.04,0.03
12/17/22 5:00,"(42.886717, -78.878392)",0.73,0.9,2.95,98022.18,0.03,0.01
12/17/22 6:00,"(42.886717, -78.878392)",0.77,0.91,3.23,98006.54,0.02,0.01
12/17/22 7:00,"(42.886717, -78.878392)",0.92,0.92,3.36,97991.15,0.15,0.12
12/17/22 8:00,"(42.886717, -78.878392)",0.66,0.93,3.7,98009.43,0.16,0.12
12/17/22 9:00,"(42.886717, -78.878392)",0.89,0.94,4.21,98007.68,0.16,0.14
12/17/22 10:00,"(42.886717, -78.878392)",0.4,0.91,4.16,98005.63,0.12,0.1
12/17/22 11:00,"(42.886717, -78.878392)",0.25,0.9,3.68,98073.11,0.06,0.05
12/17/22 12:00,"(42.886717, -78.878392)",0.3,0.88,3.86,98066.6,0.06,0.05
12/17/22 13:00,"(42.886717, -78.878392)",0.1,0.87,4.61,98117.13,0.1,0.09
12/17/22 14:00,"(42.886717, -78.878392)",0.43,0.84,4.97,98161.5,0.16,0.16
12/17/22 15:00,"(42.886717, -78.878392)",0.52,0.79,4.93,98187.27,0.22,0.21
12/17/22 16:00,"(42.886717, -78.878392)",0.44,0.76,5.16,98178.42,0.25,0.25
12/17/22 17:00,"(42.886717, -78.878392)",0.59,0.75,5.92,98111.83,0.22,0.21
12/17/22 18:00,"(42.886717, -78.878392)",0.41,0.76,6.51,98063.2,0.2,0.19
12/17/22 19:00,"(42.886717, -78.878392)",0.44,0.76,6.63,98069.3,0.14,0.13
12/17/22 20:00,"(42.886717, -78.878392)",0.21,0.77,6.98,98110.75,0.12,0.11
12/17/22 21:00,"(42.886717, -78.878392)",-0.01,0.77,6.72,98211.61,0.08,0.07
12/17/22 22:00,"(42.886717, -78.878392)",-0.55,0.82,5.2,98224.91,0.08,0.08
12/17/22 23:00,"(42.886717, -78.878392)",-0.81,0.84,4.43,98264.24,0.03,0.03
12/18/22 0:00,"(42.886717, -78.878392)",-0.92,0.84,4.05,98265.52,0.04,0.04
12/18/22 1:00,"(42.886717, -78.878392)",-0.92,0.84,4.57,98304.22,0.07,0.06
12/18/22 2:00,"(42.886717, -78.878392)",-1.01,0.83,4.91,98309.23,0.1,0.09
12/18/22 3:00,"(42.886717, -78.878392)",-1.28,0.84,4.97,98315.69,0.13,0.12
12/18/22 4:00,"(42.886717, -78.878392)",-1.44,0.86,4.75,98301.77,0.1,0.09
12/18/22 5:00,"(42.886717, -78.878392)",-1.49,0.87,4.56,98287.05,0.11,0.11
12/18/22 6:00,"(42.886717, -78.878392)",-1.48,0.87,4.34,98298.4,0.06,0.06
12/18/22 7:00,"(42.886717, -78.878392)",-1.68,0.88,4.08,98317.8,0.05,0.05
12/18/22 8:00,"(42.886717, -78.878392)",-1.7,0.87,4.05,98358.41,0.05,0.05
12/18/22 9:00,"(42.886717, -78.878392)",-1.76,0.85,4.24,98387.55,0.04,0.04
12/18/22 10:00,"(42.886717, -78.878392)",-1.77,0.84,4.46,98390.09,0.04,0.04
12/18/22 11:00,"(42.886717, -78.878392)",-1.82,0.83,4.73,98427.33,0.06,0.05
12/18/22 12:00,"(42.886717, -78.878392)",-1.93,0.83,4.74,98465.73,0.08,0.07
12/18/22 13:00,"(42.886717, -78.878392)",-1.89,0.83,5.03,98512.97,0.1,0.1
12/18/22 14:00,"(42.886717, -78.878392)",-1.67,0.82,5.57,98574.87,0.12,0.12
12/18/22 15:00,"(42.886717, -78.878392)",-1.13,0.79,6.84,98647.06,0.13,0.13
12/18/22 16:00,"(42.886717, -78.878392)",-1.13,0.77,7.31,98684.74,0.14,0.14
12/18/22 17:00,"(42.886717, -78.878392)",-1,0.75,7.16,98666.93,0.15,0.15
12/18/22 18:00,"(42.886717, -78.878392)",-0.68,0.73,6.85,98686.8,0.11,0.1
12/18/22 19:00,"(42.886717, -78.878392)",-0.82,0.75,6.92,98706.55,0.13,0.12
12/18/22 20:00,"(42.886717, -78.878392)",-0.67,0.75,6.92,98780.94,0.11,0.1
12/18/22 21:00,"(42.886717, -78.878392)",-0.5,0.76,6.9,98866.74,0.09,0.07
12/18/22 22:00,"(42.886717, -78.878392)",-0.19,0.77,6.6,98928.42,0.09,0.07
12/18/22 23:00,"(42.886717, -78.878392)",0.14,0.76,6.94,99008.8,0.08,0.06
12/19/22 0:00,"(42.886717, -78.878392)",0.34,0.76,7.06,99049.91,0.06,0.06
12/19/22 1:00,"(42.886717, -78.878392)",0.02,0.76,7.54,99113.09,0.04,0.04
12/19/22 2:00,"(42.886717, -78.878392)",-0.41,0.77,7.6,99157.23,0.05,0.04
12/19/22 3:00,"(42.886717, -78.878392)",-0.71,0.78,7.66,99233.44,0.07,0.06
12/19/22 4:00,"(42.886717, -78.878392)",-1.06,0.79,7.57,99305.89,0.04,0.04
12/19/22 5:00,"(42.886717, -78.878392)",-1.23,0.8,7.28,99341.66,0.05,0.05
12/19/22 6:00,"(42.886717, -78.878392)",-1.31,0.8,6.95,99365.39,0.05,0.05
12/19/22 7:00,"(42.886717, -78.878392)",-1.5,0.81,6.75,99427.47,0.05,0.05
12/19/22 8:00,"(42.886717, -78.878392)",-1.64,0.81,6.42,99504.55,0.04,0.04
12/19/22 9:00,"(42.886717, -78.878392)",-1.56,0.8,6.17,99524.81,0.02,0.02
12/19/22 10:00,"(42.886717, -78.878392)",-1.65,0.78,6,99584.35,0.02,0.02
12/19/22 11:00,"(42.886717, -78.878392)",-1.8,0.77,6.14,99655.47,0.02,0.02
12/19/22 12:00,"(42.886717, -78.878392)",-1.8,0.79,6.46,99698.77,0.02,0.02
12/19/22 13:00,"(42.886717, -78.878392)",-2.02,0.81,6.51,99740.61,0.02,0.02
12/19/22 14:00,"(42.886717, -78.878392)",-1.66,0.79,6.55,99824.34,0.03,0.03
12/19/22 15:00,"(42.886717, -78.878392)",-1.38,0.75,7.03,99902.33,0.04,0.04
12/19/22 16:00,"(42.886717, -78.878392)",-1.47,0.74,7.4,99936.29,0.03,0.03
12/19/22 17:00,"(42.886717, -78.878392)",-1.23,0.72,7.45,99936.85,0.06,0.06
12/19/22 18:00,"(42.886717, -78.878392)",-1.12,0.73,7.11,99941.14,0.07,0.07
12/19/22 19:00,"(42.886717, -78.878392)",-0.87,0.71,6.57,99973.1,0.04,0.04
12/19/22 20:00,"(42.886717, -78.878392)",-0.82,0.72,5.94,100022.2,0.05,0.05
12/19/22 21:00,"(42.886717, -78.878392)",-0.82,0.74,5.19,100064.5,0.03,0.03
12/19/22 22:00,"(42.886717, -78.878392)",-0.94,0.74,4.81,100121.27,0.03,0.03
12/19/22 23:00,"(42.886717, -78.878392)",-1.04,0.76,4.83,100179.91,0.08,0.08
12/20/22 0:00,"(42.886717, -78.878392)",-1.04,0.77,4.85,100218.26,0.06,0.06
12/20/22 1:00,"(42.886717, -78.878392)",-1.15,0.78,4.61,100271.68,0.05,0.05
12/20/22 2:00,"(42.886717, -78.878392)",-1.14,0.79,4.38,100329.08,0.03,0.03
12/20/22 3:00,"(42.886717, -78.878392)",-1.17,0.79,4.36,100394.84,0.02,0.02
12/20/22 4:00,"(42.886717, -78.878392)",-1.43,0.8,4.06,100410.42,0.02,0.02
12/20/22 5:00,"(42.886717, -78.878392)",-1.54,0.8,3.61,100415.23,0.02,0.02
12/20/22 6:00,"(42.886717, -78.878392)",-1.46,0.8,2.96,100395.01,0.02,0.02
12/20/22 7:00,"(42.886717, -78.878392)",-1.98,0.81,2.39,100400.78,0.02,0.02
12/20/22 8:00,"(42.886717, -78.878392)",-2.19,0.81,2.47,100446.6,0.02,0.02
12/20/22 9:00,"(42.886717, -78.878392)",-2,0.82,2.47,100481.88,0.04,0.04
12/20/22 10:00,"(42.886717, -78.878392)",-1.63,0.81,2.53,100515.7,0.06,0.06
12/20/22 11:00,"(42.886717, -78.878392)",-1.74,0.8,2.23,100541.23,0.04,0.04
12/20/22 12:00,"(42.886717, -78.878392)",-1.74,0.79,2.32,100557.74,0.02,0.02
12/20/22 13:00,"(42.886717, -78.878392)",-0.94,0.79,2.08,100566.87,0.01,0.01
12/20/22 14:00,"(42.886717, -78.878392)",-1.34,0.8,1.43,100567.67,0.01,0.01
12/20/22 15:00,"(42.886717, -78.878392)",-0.78,0.77,0.86,100575.86,0,0
12/20/22 16:00,"(42.886717, -78.878392)",-0.92,0.78,1.46,100576.51,0.01,0.01
12/20/22 17:00,"(42.886717, -78.878392)",-0.51,0.72,1.89,100509.77,0.01,0.01
12/20/22 18:00,"(42.886717, -78.878392)",-0.49,0.72,2.13,100447.21,0,0
12/20/22 19:00,"(42.886717, -78.878392)",-0.3,0.71,2.4,100406.19,0,0
12/20/22 20:00,"(42.886717, -78.878392)",-0.12,0.71,2.48,100386.41,0,0
12/20/22 21:00,"(42.886717, -78.878392)",0.01,0.72,2.26,100387.8,0,0
12/20/22 22:00,"(42.886717, -78.878392)",-0.61,0.75,1.64,100409.88,0,0
12/20/22 23:00,"(42.886717, -78.878392)",-1.14,0.78,2.09,100437.04,0,0
12/21/22 0:00,"(42.886717, -78.878392)",-2.18,0.79,2.48,100420.87,0,0
12/21/22 1:00,"(42.886717, -78.878392)",-2.1,0.79,2.69,100418.2,0,0
12/21/22 2:00,"(42.886717, -78.878392)",-2.4,0.8,3.26,100374.16,0,0
12/21/22 3:00,"(42.886717, -78.878392)",-2.73,0.81,3.39,100347.18,0,0
12/21/22 4:00,"(42.886717, -78.878392)",-3.05,0.81,3.31,100326.52,0,0
12/21/22 5:00,"(42.886717, -78.878392)",-3.1,0.82,3.25,100317.79,0,0
12/21/22 6:00,"(42.886717, -78.878392)",-2.93,0.81,3.33,100288.28,0,0
12/21/22 7:00,"(42.886717, -78.878392)",-2.76,0.82,3.51,100293.79,0,0
12/21/22 8:00,"(42.886717, -78.878392)",-2.56,0.82,3.75,100250.85,0,0
12/21/22 9:00,"(42.886717, -78.878392)",-2.52,0.8,3.77,100282.78,0,0
12/21/22 10:00,"(42.886717, -78.878392)",-2.8,0.82,3.67,100308.67,0,0
12/21/22 11:00,"(42.886717, -78.878392)",-2.77,0.83,3.5,100348.18,0,0
12/21/22 12:00,"(42.886717, -78.878392)",-2.74,0.85,3.21,100365.8,0,0
12/21/22 13:00,"(42.886717, -78.878392)",-2.9,0.86,3.14,100369.09,0,0
12/21/22 14:00,"(42.886717, -78.878392)",-1.9,0.85,3.03,100452.33,0,0
12/21/22 15:00,"(42.886717, -78.878392)",-0.23,0.8,3.05,100467.82,0,0
12/21/22 16:00,"(42.886717, -78.878392)",0.38,0.76,3.72,100486.5,0,0
12/21/22 17:00,"(42.886717, -78.878392)",0.7,0.72,3.74,100423.56,0,0
12/21/22 18:00,"(42.886717, -78.878392)",1.09,0.69,3.64,100373.48,0,0
12/21/22 19:00,"(42.886717, -78.878392)",1.21,0.68,3.26,100359.77,0,0
12/21/22 20:00,"(42.886717, -78.878392)",0.99,0.7,2.69,100343.34,0,0
12/21/22 21:00,"(42.886717, -78.878392)",0.7,0.7,1.41,100358.65,0,0
12/21/22 22:00,"(42.886717, -78.878392)",-0.71,0.77,1.55,100340.93,0,0
12/21/22 23:00,"(42.886717, -78.878392)",-1.48,0.8,1.43,100348.49,0,0
12/22/22 0:00,"(42.886717, -78.878392)",-1.38,0.82,1.8,100305.64,0,0
12/22/22 1:00,"(42.886717, -78.878392)",-1.78,0.84,2.43,100306.25,0,0
12/22/22 2:00,"(42.886717, -78.878392)",-1.78,0.85,2.96,100270.01,0,0
12/22/22 3:00,"(42.886717, -78.878392)",-1.72,0.85,3.27,100233.4,0,0
12/22/22 4:00,"(42.886717, -78.878392)",-1.78,0.84,3.68,100187.7,0,0
12/22/22 5:00,"(42.886717, -78.878392)",-1.56,0.82,3.82,100101.07,0,0
12/22/22 6:00,"(42.886717, -78.878392)",-1.26,0.79,3.81,100038.26,0,0
12/22/22 7:00,"(42.886717, -78.878392)",-1.04,0.77,3.81,99937.95,0,0
12/22/22 8:00,"(42.886717, -78.878392)",-0.8,0.75,3.64,99908.5,0,0
12/22/22 9:00,"(42.886717, -78.878392)",-0.28,0.72,3.64,99807.15,0,0
12/22/22 10:00,"(42.886717, -78.878392)",0.36,0.68,3.31,99697.16,0,0
12/22/22 11:00,"(42.886717, -78.878392)",0.65,0.66,3.33,99613.73,0,0
12/22/22 12:00,"(42.886717, -78.878392)",0.99,0.65,3.75,99557.16,0,0
12/22/22 13:00,"(42.886717, -78.878392)",0.93,0.64,4.67,99483.09,0,0
12/22/22 14:00,"(42.886717, -78.878392)",1.37,0.62,5.66,99434.62,0,0
12/22/22 15:00,"(42.886717, -78.878392)",2.61,0.61,6.04,99394.48,0,0
12/22/22 16:00,"(42.886717, -78.878392)",3.3,0.64,5.79,99303.81,0,0
12/22/22 17:00,"(42.886717, -78.878392)",3.96,0.68,5.75,99185.06,0.01,0
12/22/22 18:00,"(42.886717, -78.878392)",3.75,0.7,5.88,99067.92,0.11,0
12/22/22 19:00,"(42.886717, -78.878392)",3.74,0.72,5.73,98923.66,0.02,0
12/22/22 20:00,"(42.886717, -78.878392)",3.86,0.73,5.97,98829.81,0.01,0
12/22/22 21:00,"(42.886717, -78.878392)",3.87,0.75,6.34,98761.99,0.03,0
12/22/22 22:00,"(42.886717, -78.878392)",3.97,0.77,5.54,98641.98,0.13,0
12/22/22 23:00,"(42.886717, -78.878392)",3.9,0.8,5.39,98506.77,0.36,0
12/23/22 0:00,"(42.886717, -78.878392)",3.75,0.82,5.42,98305.95,0.96,0
12/23/22 1:00,"(42.886717, -78.878392)",3.56,0.85,5.68,98066.95,1.05,0.01
12/23/22 2:00,"(42.886717, -78.878392)",3.17,0.88,5.54,97841.22,0.99,0
12/23/22 3:00,"(42.886717, -78.878392)",3.35,0.91,4.93,97631.47,1.32,0
12/23/22 4:00,"(42.886717, -78.878392)",3.07,0.93,4.65,97418.81,1.61,0
12/23/22 5:00,"(42.886717, -78.878392)",2.98,0.94,4.75,97232.23,1.74,0
12/23/22 6:00,"(42.886717, -78.878392)",2.89,0.96,4.63,97020.93,1.19,0
12/23/22 7:00,"(42.886717, -78.878392)",3.01,0.96,3.65,96757.16,1.64,0
12/23/22 8:00,"(42.886717, -78.878392)",3.22,0.95,3.05,96518.24,0.81,0
12/23/22 9:00,"(42.886717, -78.878392)",3.27,0.95,2.88,96259.27,0.54,0
12/23/22 10:00,"(42.886717, -78.878392)",3.42,0.96,1.31,95997.53,0.35,0
12/23/22 11:00,"(42.886717, -78.878392)",3.49,0.96,1.63,95821.74,0.38,0
12/23/22 12:00,"(42.886717, -78.878392)",3.52,0.97,3.32,95670.02,0.97,0
12/23/22 13:00,"(42.886717, -78.878392)",1.97,0.97,9.13,95683.47,1.55,0.13
12/23/22 14:00,"(42.886717, -78.878392)",-1.9,0.91,13.19,95893.62,1.1,0.84
12/23/22 15:00,"(42.886717, -78.878392)",-5.42,0.82,13.79,96161.97,0.92,0.92
12/23/22 16:00,"(42.886717, -78.878392)",-6.54,0.79,13.92,96252.11,0.79,0.79
12/23/22 17:00,"(42.886717, -78.878392)",-7.95,0.8,14.15,96282.75,0.93,0.93
12/23/22 18:00,"(42.886717, -78.878392)",-8.91,0.8,14.08,96345.4,0.88,0.88
12/23/22 19:00,"(42.886717, -78.878392)",-9.87,0.81,14.5,96366.62,0.4,0.4
12/23/22 20:00,"(42.886717, -78.878392)",-11.01,0.81,14.45,96428.33,0.44,0.44
12/23/22 21:00,"(42.886717, -78.878392)",-11.8,0.81,14.19,96458.22,0.55,0.55
12/23/22 22:00,"(42.886717, -78.878392)",-12.68,0.82,12.41,96614.99,0.63,0.63
12/23/22 23:00,"(42.886717, -78.878392)",-12.65,0.82,13.05,96670.58,0.65,0.65
12/25/22 0:00,"(42.886717, -78.878392)",-8.79,0.72,11.05,97667.36,0.42,0.42
12/25/22 1:00,"(42.886717, -78.878392)",-8.32,0.72,10.86,97680.13,0.42,0.42
12/25/22 2:00,"(42.886717, -78.878392)",-8.05,0.73,10.43,97657.48,0.4,0.4
12/25/22 3:00,"(42.886717, -78.878392)",-7.59,0.73,10.34,97677.8,0.37,0.37
12/25/22 4:00,"(42.886717, -78.878392)",-7.68,0.73,10.19,97672,0.4,0.4
12/25/22 5:00,"(42.886717, -78.878392)",-7.32,0.73,10.08,97641.34,0.34,0.34
12/25/22 6:00,"(42.886717, -78.878392)",-7.36,0.73,10.15,97656.81,0.29,0.29
12/25/22 7:00,"(42.886717, -78.878392)",-7.46,0.73,9.62,97677.73,0.27,0.27
12/25/22 8:00,"(42.886717, -78.878392)",-7.43,0.73,9.2,97731.14,0.21,0.21
12/25/22 9:00,"(42.886717, -78.878392)",-7.25,0.73,9.27,97760.48,0.24,0.24
12/25/22 10:00,"(42.886717, -78.878392)",-6.87,0.73,8.92,97833.48,0.22,0.22
12/25/22 11:00,"(42.886717, -78.878392)",-6.74,0.71,9.08,97891.48,0.22,0.21
12/25/22 12:00,"(42.886717, -78.878392)",-6.72,0.7,9.4,97983.48,0.11,0.11
12/25/22 13:00,"(42.886717, -78.878392)",-6.85,0.69,9.05,98012.13,0.08,0.08
12/25/22 14:00,"(42.886717, -78.878392)",-6.6,0.68,8.89,98107.67,0.06,0.06
12/25/22 15:00,"(42.886717, -78.878392)",-6.1,0.68,9.01,98158.95,0.08,0.07
12/25/22 16:00,"(42.886717, -78.878392)",-6.09,0.68,9.29,98201.82,0.07,0.07
12/25/22 17:00,"(42.886717, -78.878392)",-6.12,0.69,9.13,98196.59,0.09,0.09
12/25/22 18:00,"(42.886717, -78.878392)",-6.2,0.69,8.99,98224.02,0.09,0.09
12/25/22 19:00,"(42.886717, -78.878392)",-6.2,0.69,9.03,98294.53,0.16,0.16
12/25/22 20:00,"(42.886717, -78.878392)",-6.28,0.69,8.34,98340.66,0.11,0.11
12/25/22 21:00,"(42.886717, -78.878392)",-6.3,0.68,7.84,98401.97,0.1,0.1
12/25/22 22:00,"(42.886717, -78.878392)",-6.42,0.69,7.36,98506.7,0.09,0.09
12/25/22 23:00,"(42.886717, -78.878392)",-6.37,0.68,7.37,98588.74,0.1,0.1
12/26/22 0:00,"(42.886717, -78.878392)",-6.18,0.68,7.2,98655.79,0.11,0.11
12/26/22 1:00,"(42.886717, -78.878392)",-6.23,0.69,7.3,98712.01,0.11,0.11
12/26/22 2:00,"(42.886717, -78.878392)",-6.37,0.7,7.07,98736.56,0.1,0.1
12/26/22 3:00,"(42.886717, -78.878392)",-6.4,0.69,7,98795.59,0.09,0.09
12/26/22 4:00,"(42.886717, -78.878392)",-6.71,0.7,6.75,98847.82,0.08,0.08
12/26/22 5:00,"(42.886717, -78.878392)",-6.98,0.72,6.42,98892.34,0.08,0.08
12/26/22 6:00,"(42.886717, -78.878392)",-7.12,0.73,6.08,98937.57,0.07,0.07
12/26/22 7:00,"(42.886717, -78.878392)",-7.43,0.74,5.89,98996.63,0.06,0.06
12/26/22 8:00,"(42.886717, -78.878392)",-7.45,0.75,5.54,99074.33,0.07,0.07
12/26/22 9:00,"(42.886717, -78.878392)",-7.62,0.75,5.28,99142.94,0.06,0.06
12/26/22 10:00,"(42.886717, -78.878392)",-7.26,0.75,4.46,99214.69,0.06,0.06
12/26/22 11:00,"(42.886717, -78.878392)",-7.16,0.75,5.09,99292.94,0.06,0.06
12/26/22 12:00,"(42.886717, -78.878392)",-6.93,0.75,5.24,99331.48,0.06,0.06
12/26/22 13:00,"(42.886717, -78.878392)",-7.2,0.75,5.7,99402.93,0.07,0.07
12/26/22 14:00,"(42.886717, -78.878392)",-7.26,0.76,5.41,99459.73,0.08,0.08
12/26/22 15:00,"(42.886717, -78.878392)",-7.1,0.77,5.57,99508.83,0.07,0.08
12/26/22 16:00,"(42.886717, -78.878392)",-7.04,0.76,6.63,99549.05,0.05,0.05
12/26/22 17:00,"(42.886717, -78.878392)",-6.93,0.76,5.93,99410.26,0.05,0.05
12/26/22 18:00,"(42.886717, -78.878392)",-6.61,0.76,6.1,99360.65,0.04,0.04
12/26/22 19:00,"(42.886717, -78.878392)",-6.39,0.76,6.4,99357.02,0.04,0.04
12/26/22 20:00,"(42.886717, -78.878392)",-6,0.75,6.08,99415.49,0.04,0.04
12/26/22 21:00,"(42.886717, -78.878392)",-5.92,0.76,5.57,99432.84,0.03,0.03
12/26/22 22:00,"(42.886717, -78.878392)",-5.97,0.75,5.42,99439.56,0.02,0.02
12/26/22 23:00,"(42.886717, -78.878392)",-5.66,0.74,5.61,99457.09,0.02,0.02
12/27/22 0:00,"(42.886717, -78.878392)",-5.48,0.73,5.61,99507.33,0.03,0.03
12/27/22 1:00,"(42.886717, -78.878392)",-5.48,0.74,5.33,99532.96,0.07,0.07
12/27/22 2:00,"(42.886717, -78.878392)",-5.28,0.76,5.08,99546.29,0.13,0.13
12/27/22 3:00,"(42.886717, -78.878392)",-5.26,0.76,4.92,99531.87,0.1,0.1
12/27/22 4:00,"(42.886717, -78.878392)",-5.24,0.77,4.69,99518.83,0.1,0.1
12/27/22 5:00,"(42.886717, -78.878392)",-5.16,0.78,4.72,99507.13,0.1,0.1
12/27/22 6:00,"(42.886717, -78.878392)",-5.22,0.78,5.03,99437.33,0.06,0.06
12/27/22 7:00,"(42.886717, -78.878392)",-5.15,0.78,4.96,99469.99,0.06,0.06
12/27/22 8:00,"(42.886717, -78.878392)",-5.19,0.78,4.88,99529.82,0.12,0.12
12/27/22 9:00,"(42.886717, -78.878392)",-5.26,0.79,4.67,99560.61,0.14,0.14
12/27/22 10:00,"(42.886717, -78.878392)",-5.05,0.78,4.87,99550.59,0.11,0.11
12/27/22 11:00,"(42.886717, -78.878392)",-5.14,0.77,4.73,99574.9,0.08,0.08
12/27/22 12:00,"(42.886717, -78.878392)",-4.69,0.76,4.39,99633.47,0.06,0.06
12/27/22 13:00,"(42.886717, -78.878392)",-4.62,0.75,4.16,99659.55,0.05,0.05
12/27/22 14:00,"(42.886717, -78.878392)",-4.22,0.73,4.13,99668.68,0.05,0.05
12/27/22 15:00,"(42.886717, -78.878392)",-3.71,0.71,4.05,99691.48,0.04,0.04
12/27/22 16:00,"(42.886717, -78.878392)",-3.79,0.7,4.72,99724.7,0.04,0.04
12/27/22 17:00,"(42.886717, -78.878392)",-3.66,0.7,4.88,99699.77,0.05,0.05
12/27/22 18:00,"(42.886717, -78.878392)",-3.48,0.71,5.12,99643.13,0.07,0.07
12/27/22 19:00,"(42.886717, -78.878392)",-3.1,0.7,5.2,99614.02,0.04,0.04
12/27/22 20:00,"(42.886717, -78.878392)",-3.13,0.73,4.99,99612.24,0.04,0.04
12/27/22 21:00,"(42.886717, -78.878392)",-3.09,0.75,4.43,99610.48,0.03,0.03
12/27/22 22:00,"(42.886717, -78.878392)",-3.05,0.76,4.29,99590.52,0.03,0.03
12/27/22 23:00,"(42.886717, -78.878392)",-3,0.77,4.44,99603.26,0.04,0.04
12/28/22 0:00,"(42.886717, -78.878392)",-2.82,0.77,4.79,99576.69,0.02,0.02
12/28/22 1:00,"(42.886717, -78.878392)",-2.54,0.77,4.74,99590.25,0.02,0.02
12/28/22 2:00,"(42.886717, -78.878392)",-2.15,0.77,5.16,99560.8,0.03,0.03
12/28/22 3:00,"(42.886717, -78.878392)",-1.66,0.77,5.81,99445.36,0.03,0.03
12/28/22 4:00,"(42.886717, -78.878392)",-1.46,0.77,5.92,99428.88,0.02,0.02
12/28/22 5:00,"(42.886717, -78.878392)",-1.2,0.78,5.97,99421.35,0.02,0.02
12/28/22 6:00,"(42.886717, -78.878392)",-1.11,0.78,6.27,99349.36,0.02,0.02
12/28/22 7:00,"(42.886717, -78.878392)",-1.08,0.78,6.12,99326.75,0.02,0.02
12/28/22 8:00,"(42.886717, -78.878392)",-0.78,0.78,5.93,99315.49,0,0
12/28/22 9:00,"(42.886717, -78.878392)",-0.62,0.78,6.02,99321.55,0,0
12/28/22 10:00,"(42.886717, -78.878392)",0.14,0.79,5.79,99317.53,0,0
12/28/22 11:00,"(42.886717, -78.878392)",0.15,0.79,6.29,99281.38,0,0
12/28/22 12:00,"(42.886717, -78.878392)",0.28,0.78,6.43,99254.08,0,0
12/28/22 13:00,"(42.886717, -78.878392)",0.54,0.77,6.45,99271.9,0,0
12/28/22 14:00,"(42.886717, -78.878392)",1.08,0.75,6.65,99294.51,0,0
12/28/22 15:00,"(42.886717, -78.878392)",2.04,0.72,6.84,99304.06,0,0
12/28/22 16:00,"(42.886717, -78.878392)",2.56,0.7,6.89,99313.88,0,0
12/28/22 17:00,"(42.886717, -78.878392)",3.06,0.68,7.11,99254.91,0,0
12/28/22 18:00,"(42.886717, -78.878392)",3.64,0.66,6.6,99233.37,0,0
12/28/22 19:00,"(42.886717, -78.878392)",3.73,0.66,6.34,99237.78,0,0
12/28/22 20:00,"(42.886717, -78.878392)",4.25,0.64,5.99,99252.68,0,0
12/28/22 21:00,"(42.886717, -78.878392)",4.48,0.64,5.31,99275.41,0,0
12/28/22 22:00,"(42.886717, -78.878392)",4.53,0.64,5.11,99295.55,0,0
12/28/22 23:00,"(42.886717, -78.878392)",4.29,0.65,5.29,99322.48,0,0
12/29/22 0:00,"(42.886717, -78.878392)",4.46,0.64,5.77,99311.95,0,0
12/29/22 1:00,"(42.886717, -78.878392)",4.26,0.64,6.01,99315.81,0,0
12/29/22 2:00,"(42.886717, -78.878392)",4.16,0.64,6,99300.86,0,0
12/29/22 3:00,"(42.886717, -78.878392)",3.95,0.64,5.97,99298.91,0,0
12/29/22 4:00,"(42.886717, -78.878392)",3.82,0.64,6.04,99287.49,0,0
12/29/22 5:00,"(42.886717, -78.878392)",3.99,0.63,5.94,99261.88,0,0
12/29/22 6:00,"(42.886717, -78.878392)",4.08,0.63,5.76,99225.94,0,0
12/29/22 7:00,"(42.886717, -78.878392)",4.18,0.62,5.69,99250.84,0,0
12/29/22 8:00,"(42.886717, -78.878392)",4.28,0.6,5.82,99245.11,0,0
12/29/22 9:00,"(42.886717, -78.878392)",3.99,0.6,6.18,99269.78,0,0
