productclass,serial,coll_time_round,result_id,model,imsi,ue_wan_ip,ue_up_time,serving_enb_id,tx_power,rsrp0,rsrp1,rsrp2,rsrp3,sinr0,sinr1,sinr2,sinr3,rsrq,rsrq1,rsrq2,rsrq3,rssi,rssi0,rssi1,rssi2,rssi3,distance
CPE12000SG,TLR001052427,1/1/23 0:00,276961,WLTGG-122,1.00E+12,192.168.203.42,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052420,1/1/23 0:00,276960,WLTGG-122,1.00E+12,192.168.203.23,646980,,1.9,-91.2,-89.3,-91.2,-96.4,28.7,27.4,24.5,23.7,-12.5,-13.6,-13.6,-12.8,-61,,,,,
CPE12000SG,TLR001052312,1/1/23 0:00,276959,WLTGG-122,1.00E+12,192.168.203.24,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001023657,1/1/23 0:00,276958,WLTGG-122,1.00E+12,192.168.203.15,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001023930,1/1/23 0:00,276932,WLTGG-122,1.00E+12,192.168.203.18,456981,2,-5.1,-89.8,-86.9,-86.1,-87.6,13.5,15.5,16.7,17.1,-9.4,-9.5,-9.5,-9.2,-57,,,,,371
CPE12000SG,TLR001021183,1/1/23 0:00,276933,WLTGG-122,1.00E+12,192.168.203.16,752790,2,-999999,-107.2,-107.9,-110.6,-103.3,2.4,2.3,-3.2,6.7,-11.3,-11.6,-13.5,-10,-71,,,,,605
CPE12000SG,TLR001021226,1/1/23 0:00,276957,WLTGG-122,1.00E+12,192.168.203.13,,,,,,,,,,,,,,,,,,,,,
CPE12300,21140003126,1/1/23 0:00,276956,CPE12300HG,1.00E+12,192.168.203.44,38281,,5.9,-96.9,-98.3,-102.3,-102.2,18.9,21.9,17.2,19.5,-9.6,-9.3,-8.9,-9.8,-63,-67.6,-68.1,-73.7,-68.5,
CPE12000SG,TLR001024707,1/1/23 0:00,276955,WLTGG-122,1.00E+12,192.168.203.17,457015,,7.4,-103.8,-106.7,-104,-107.2,18,13.7,14.5,14.4,-9.2,-9.8,-9.7,-9.8,-72,,,,,
CPE12000SG,TLR001062295,1/1/23 0:00,276954,WLTGG-122,1.00E+12,192.168.203.26,3301289,,-999999,-98.1,-99,-94.7,-101.1,19.2,16.9,22.8,20.2,-9.6,-9.5,-8.8,-9.3,-66,,,,,
CPE12000SG,TLR001052281,1/1/23 0:00,276953,WLTGG-122,1.00E+12,192.168.203.25,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001048674,1/1/23 0:00,276952,WLTGG-122,1.00E+12,192.168.203.11,695517,,1.9,-91.3,-93.2,-95.1,-94,24.2,21.4,18.9,22.9,-9.2,-9.1,-9.2,-9.6,-60,,,,,
CPE12000SG,TLR001052354,1/1/23 0:00,276951,WLTGG-122,1.00E+12,192.168.203.22,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052983,1/1/23 0:00,276950,WLTGG-122,1.00E+12,192.168.203.27,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001024549,1/1/23 0:00,276949,WLTGG-122,1.00E+12,192.168.203.19,695518,,-6.1,-87.7,-92.6,-88.5,-92.4,20.6,18.3,21.1,17.4,-9.3,-9.2,-9.2,-9.3,-59,,,,,
CPE12000SG,TLR001025025,1/1/23 0:00,276948,WLTGG-122,1.00E+12,192.168.203.14,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001024016,1/1/23 0:00,276947,WLTGG-122,1.00E+12,192.168.203.20,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052382,1/1/23 0:00,276946,WLTGG-122,1.00E+12,192.168.203.30,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052912,1/1/23 0:00,276945,WLTGG-122,1.00E+12,192.168.203.29,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052332,1/1/23 0:00,276944,WLTGG-122,1.00E+12,192.168.203.32,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052687,1/1/23 0:00,276943,WLTGG-122,1.00E+12,192.168.203.34,456982,,-999999,-91.4,-94.2,-91.4,-90.3,22.5,16.6,19.1,24.6,-9.5,-8.5,-8.9,-9.5,-61,,,,,
CPE12300,21140007371,1/1/23 0:00,276942,CPE12300XG,1.00E+12,192.168.203.33,456984,,8.9,-97.5,-98.7,0,0,18.3,13.5,0,0,-9.7,-8.8,0,0,-66,-67.9,-70,0,0,
CPE12000SG,TLR001023697,1/1/23 0:00,276941,WLTGG-122,1.00E+12,192.168.203.10,1210350,2,-999999,-99.6,-101.6,-99.5,-102.4,7,4.6,4.9,7,-9.9,-10.6,-9.7,-10,-66,,,,,605
CPE9000,GMK180819003927,1/1/23 0:00,276940,WLTMS-110,1.00E+12,192.168.203.47,11092607,2,10,-106,-97,,,2,11,,,-10,,,,,,,,,605
CPE12000SG,TLR001024748,1/1/23 0:00,276939,WLTGG-122,1.00E+12,192.168.203.12,2811237,2,10.8,-111.8,-108.6,-103.7,-108.5,-3.3,0.3,2,-1.5,-14.8,-12.2,-11.4,-13.4,-73,,,,,605
CPE12000SG,TLR001052820,1/1/23 0:00,276937,WLTGG-122,1.00E+12,192.168.203.46,378063,2,-999999,-90,-91.7,-91.6,-90.6,15.6,14.3,13.9,14.4,-9.2,-9.4,-9.6,-9.5,-58,,,,,371
CPE12000SG,TLR001061848,1/1/23 0:00,276936,WLTGG-122,1.00E+12,192.168.203.37,460605,2,-11.1,-79.8,-77.9,-76,-77.9,16.3,18.1,20.1,17.7,-9.3,-9.3,-9.3,-9.3,-46,,,,,605
CPE12000SG,TLR001052770,1/1/23 0:00,276935,WLTGG-122,1.00E+12,192.168.203.43,714457,2,-999999,-93.7,-93.9,-90.7,-92.8,0.8,1.1,3.3,1.2,-11.4,-11.9,-10.5,-11,-60,,,,,781
CPE12000SG,TLR001052247,1/1/23 0:00,276934,WLTGG-122,1.00E+12,192.168.203.28,695518,2,-2.1,-92.2,-91.1,-93,-95,17.6,17.4,17,16.7,-9.2,-9.1,-9.5,-9.5,-62,,,,,195
CPE12000SG,TLR001052687,1/1/23 1:00,276980,WLTGG-122,1.00E+12,192.168.203.34,460582,,-999999,-91.6,-94.2,-91,-89.7,22.2,16.1,20.3,26.1,-9.5,-8.7,-8.9,-9.5,-61,,,,,
CPE12000SG,TLR001052332,1/1/23 1:00,276981,WLTGG-122,1.00E+12,192.168.203.32,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052912,1/1/23 1:00,276982,WLTGG-122,1.00E+12,192.168.203.29,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052382,1/1/23 1:00,276983,WLTGG-122,1.00E+12,192.168.203.30,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001024016,1/1/23 1:00,276984,WLTGG-122,1.00E+12,192.168.203.20,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001025025,1/1/23 1:00,276985,WLTGG-122,1.00E+12,192.168.203.14,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001024549,1/1/23 1:00,276986,WLTGG-122,1.00E+12,192.168.203.19,699118,,-6.1,-88.1,-92.9,-88.4,-91.9,19.7,17.7,21.3,18.2,-9.3,-9.3,-9.3,-9.3,-59,,,,,
CPE12000SG,TLR001052420,1/1/23 1:00,276997,WLTGG-122,1.00E+12,192.168.203.23,650580,,-999999,-91.1,-89.1,-91,-95.6,29.7,28.6,24.9,24.6,-8.6,-9.1,-9.1,-9,-60,,,,,
CPE12000SG,TLR001052983,1/1/23 1:00,276987,WLTGG-122,1.00E+12,192.168.203.27,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052354,1/1/23 1:00,276988,WLTGG-122,1.00E+12,192.168.203.22,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001023657,1/1/23 1:00,276995,WLTGG-122,1.00E+12,192.168.203.15,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001024707,1/1/23 1:00,276992,WLTGG-122,1.00E+12,192.168.203.17,460615,,8.4,-105.9,-103.9,-99.4,-105.1,14.7,16.6,16.9,13.7,-10.1,-9.8,-9.4,-10.2,-71,,,,,
CPE12300,21140003126,1/1/23 1:00,276993,CPE12300HG,1.00E+12,192.168.203.44,41881,,5.2,-94,-98.8,-103.2,-99.6,20.5,19.1,17.2,17.4,-9.4,-9.2,-9.5,-9.8,-64,-63.2,-68.2,-72.4,-68.6,
CPE12000SG,TLR001052312,1/1/23 1:00,276996,WLTGG-122,1.00E+12,192.168.203.24,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001021226,1/1/23 1:00,276994,WLTGG-122,1.00E+12,192.168.203.13,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001023930,1/1/23 1:00,276969,WLTGG-122,1.00E+12,192.168.203.18,460581,2,-5.1,-89.8,-87.1,-85.9,-87.6,13.6,15.7,16.9,17.1,-9.3,-9.6,-9.4,-9.1,-57,,,,,371
CPE12000SG,TLR001021183,1/1/23 1:00,276970,WLTGG-122,1.00E+12,192.168.203.16,756390,2,-999999,-107,-109.1,-109,-103.4,0.1,-0.2,-2.3,4.6,-12,-12.4,-12.3,-10.3,-75,,,,,605
CPE12000SG,TLR001052247,1/1/23 1:00,276971,WLTGG-122,1.00E+12,192.168.203.28,699118,2,-999999,-92.4,-91.3,-93.3,-95.4,18.8,18.4,17.9,17.7,-9.2,-9.3,-9.5,-9.4,-62,,,,,195
CPE12000SG,TLR001052550,1/1/23 1:00,277005,WLTGG-122,1.00E+12,192.168.203.35,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001062014,1/1/23 1:00,277004,WLTGG-122,1.00E+12,192.168.203.39,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001061848,1/1/23 1:00,276973,WLTGG-122,1.00E+12,192.168.203.37,464205,2,-999999,-79.6,-77.7,-76.2,-78.1,16.6,18.3,19.9,17.8,-9.3,-9.3,-9.3,-9.3,-47,,,,,605
CPE12000SG,TLR001052770,1/1/23 1:00,276972,WLTGG-122,1.00E+12,192.168.203.43,718057,2,-999999,-92.6,-93.6,-91.4,-92.2,1.9,0.9,-0.1,2.5,-10.8,-11.6,-11.7,-10.4,-59,,,,,781
CPE12000SG,TLR001052820,1/1/23 1:00,276974,WLTGG-122,1.00E+12,192.168.203.46,381663,2,-2.1,-91.4,-92.6,-89.1,-88.9,13.8,13.6,15.9,16.5,-9.7,-9.8,-9.4,-9.3,-60,,,,,371
CPE12000SG,TLR001052985,1/1/23 1:00,277003,WLTGG-122,1.00E+12,192.168.203.38,460614,,-999999,-100.3,-103.3,-105.2,-99.4,18.4,15.3,15,21.6,-9.4,-9.6,-10.2,-9.7,-70,,,,,
CPE12000SG,TLR001023730,1/1/23 1:00,277002,WLTGG-122,1.00E+12,192.168.203.21,460613,,3.9,-98.5,-100.7,-101.3,-107.3,21.4,19.2,18.4,16.1,-9.4,-9.4,-9.4,-9.3,-69,,,,,
CPE12000SG,TLR001048674,1/1/23 1:00,276989,WLTGG-122,1.00E+12,192.168.203.11,699118,,4.9,-90.8,-93.2,-95.1,-93.5,24.2,21.1,18.7,23.5,-9.2,-9.1,-9.2,-9.5,-62,,,,,
CPE12300,21140000512,1/1/23 1:00,277001,CPE12300HG,1.00E+12,192.168.203.41,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052293,1/1/23 1:00,277000,WLTGG-122,1.00E+12,192.168.203.40,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052745,1/1/23 1:00,276999,WLTGG-122,1.00E+12,192.168.203.5,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052281,1/1/23 1:00,276990,WLTGG-122,1.00E+12,192.168.203.25,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001062295,1/1/23 1:00,276991,WLTGG-122,1.00E+12,192.168.203.26,3304889,,6.9,-95.4,-96.2,-93.8,-96.4,23.6,21.5,22.9,22,-9.3,-9,-8.8,-9.1,-66,,,,,
CPE12000SG,TLR001061822,1/1/23 1:00,276975,WLTGG-122,1.00E+12,192.168.203.36,464351,2,-6.1,-82.5,-80.3,-82,-83.1,17,20.6,19.3,17.1,-9.2,-9.3,-9.4,-9.3,-51,,,,,605
CPE12000SG,TLR001024748,1/1/23 1:00,276976,WLTGG-122,1.00E+12,192.168.203.12,2814837,2,8.9,-111.4,-109.6,-103.8,-110.8,-2.5,-2.6,1.1,-3,-14.8,-13.9,-11.9,-14.9,-73,,,,,605
CPE12000SG,TLR001052427,1/1/23 1:00,276998,WLTGG-122,1.00E+12,192.168.203.42,,,,,,,,,,,,,,,,,,,,,
CPE9000,GMK180819003927,1/1/23 1:00,276977,WLTMS-110,1.00E+12,192.168.203.47,11096207,2,11,-108,-100,,,1,6,,,-10,,,,,,,,,605
CPE12000SG,TLR001023697,1/1/23 1:00,276978,WLTGG-122,1.00E+12,192.168.203.10,1213950,2,6.4,-100.7,-102.3,-99.7,-102.3,5.7,5.4,7.9,5.9,-10.1,-10.6,-9.6,-10.3,-70,,,,,605
CPE12300,21140007371,1/1/23 1:00,276979,CPE12300XG,1.00E+12,192.168.203.33,460584,,6.6,-98.4,-98.4,0,0,16.4,14.2,0,0,-13,-13.1,0,0,-69,-68.9,-70.4,0,0,
CPE12000SG,TLR001023730,1/1/23 2:00,277039,WLTGG-122,1.00E+12,192.168.203.21,464213,,-999999,-99.9,-103.5,-100.7,-105.7,19.1,16.2,17.3,17.6,-9.4,-9.4,-9.3,-9.3,-70,,,,,
CPE12000SG,TLR001052912,1/1/23 2:00,277019,WLTGG-122,1.00E+12,192.168.203.29,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001021183,1/1/23 2:00,277007,WLTGG-122,1.00E+12,192.168.203.16,759990,2,-999999,-105.9,-109.7,-108.1,-103.3,3.8,0.4,-1.6,5.6,-10.5,-12.1,-12.2,-10.3,-74,,,,,605
CPE12000SG,TLR001023930,1/1/23 2:00,277006,WLTGG-122,1.00E+12,192.168.203.18,464181,2,-999999,-89.9,-86.9,-86.1,-87.7,13.8,15.8,16.3,16.1,-9.3,-9.7,-9.6,-9.1,-57,,,,,371
CPE12000SG,TLR001052983,1/1/23 2:00,277024,WLTGG-122,1.00E+12,192.168.203.27,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001024549,1/1/23 2:00,277023,WLTGG-122,1.00E+12,192.168.203.19,702718,,-5.1,-88.7,-92.7,-88.2,-91.4,19.1,17.9,21.5,18.6,-9.1,-9.3,-9.2,-9.1,-59,,,,,
CPE12000SG,TLR001025025,1/1/23 2:00,277022,WLTGG-122,1.00E+12,192.168.203.14,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001024016,1/1/23 2:00,277021,WLTGG-122,1.00E+12,192.168.203.20,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052382,1/1/23 2:00,277020,WLTGG-122,1.00E+12,192.168.203.30,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001061822,1/1/23 2:00,277012,WLTGG-122,1.00E+12,192.168.203.36,467951,2,-8.1,-82.4,-80.1,-82.1,-83.3,17,20.9,18.5,16.9,-9.4,-9.3,-9.6,-9.4,-51,,,,,605
CPE12000SG,TLR001052820,1/1/23 2:00,277011,WLTGG-122,1.00E+12,192.168.203.46,385263,2,-3.1,-90,-90.7,-89.8,-89.3,15.8,15.3,15.2,16.3,-9.5,-9.3,-9.3,-9.3,-60,,,,,371
CPE12000SG,TLR001061848,1/1/23 2:00,277010,WLTGG-122,1.00E+12,192.168.203.37,467804,2,-13.1,-79.7,-77.8,-76.3,-78,16.4,18.3,19.2,17.8,-9.2,-9.3,-9.3,-9.3,-47,,,,,605
CPE12000SG,TLR001052770,1/1/23 2:00,277009,WLTGG-122,1.00E+12,192.168.203.43,721657,2,-999999,-91.9,-93.2,-91.2,-91.8,3.8,-0.9,0.8,3.6,-10.3,-11.8,-11.2,-10,-60,,,,,781
CPE9000,GMK180819003927,1/1/23 2:00,277014,WLTMS-110,1.00E+12,192.168.203.47,11099807,2,8,-108,-98,,,1,7,,,-10,,,,,,,,,605
CPE12000SG,TLR001024748,1/1/23 2:00,277013,WLTGG-122,1.00E+12,192.168.203.12,2818437,2,10.5,-109.3,-105.5,-103.8,-109.2,-0.1,0.7,1.9,-3.1,-12.9,-11.8,-11.5,-14.1,-73,,,,,605
CPE12000SG,TLR001052247,1/1/23 2:00,277008,WLTGG-122,1.00E+12,192.168.203.28,702718,2,-1.1,-92.3,-91.3,-93.3,-95.4,18.9,18.7,17.9,17.8,-9.3,-9.3,-9.5,-9.5,-62,,,,,195
CPE12000SG,TLR001023697,1/1/23 2:00,277015,WLTGG-122,1.00E+12,192.168.203.10,1217550,2,6.4,-99.9,-101.6,-98.6,-103,6.2,7.3,7.2,6.9,-10,-10.1,-9.5,-9.9,-69,,,,,605
CPE12300,21140007371,1/1/23 2:00,277016,CPE12300XG,1.00E+12,192.168.203.33,464185,,6.6,-98,-98.4,0,0,17.5,13.9,0,0,-9.8,-8.9,0,0,-68,-67.9,-68.6,0,0,
CPE12000SG,TLR001052550,1/1/23 2:00,277042,WLTGG-122,1.00E+12,192.168.203.35,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001062014,1/1/23 2:00,277041,WLTGG-122,1.00E+12,192.168.203.39,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052985,1/1/23 2:00,277040,WLTGG-122,1.00E+12,192.168.203.38,464213,,-999999,-101.9,-101.6,-103.3,-99.8,17.3,16.1,17.5,21.4,-9.3,-9.5,-9.7,-9.5,-70,,,,,
CPE12300,21140000512,1/1/23 2:00,277038,CPE12300HG,1.00E+12,192.168.203.41,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052293,1/1/23 2:00,277037,WLTGG-122,1.00E+12,192.168.203.40,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052745,1/1/23 2:00,277036,WLTGG-122,1.00E+12,192.168.203.5,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052427,1/1/23 2:00,277035,WLTGG-122,1.00E+12,192.168.203.42,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001052420,1/1/23 2:00,277034,WLTGG-122,1.00E+12,192.168.203.23,654180,,-2.1,-91.2,-89.1,-91.4,-95.5,30.2,28.4,25.1,24.8,-8.9,-9.3,-9.4,-9.1,-60,,,,,
CPE12000SG,TLR001052312,1/1/23 2:00,277033,WLTGG-122,1.00E+12,192.168.203.24,,,,,,,,,,,,,,,,,,,,,
CPE12000SG,TLR001023657,1/1/23 2:00,277032,WLTGG-122,1.00E+12,192.168.203.15,,,,,,,,,,,,,,,,,,,,,
